Fecha;PM10;PM2.5;Vel-viento;Precipitación;Dirección;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HR
23/03/2023 17:00;61;35;1,7;0;290;15;0,5;2,5;12,3;14,8;0;17,6;208;65
23/03/2023 18:00;64;45;1,2;0;288;13,5;0,6;2;15,3;17,4;0;15,9;53;69
23/03/2023 19:00;75;38;1,2;0;292;10,9;0,7;1,7;19,6;21,3;0;15,1;10;72
23/03/2023 20:00;61;45;1,4;0;297;8,9;0,8;1,8;22,2;24;0;14,4;0;75
23/03/2023 21:00;50;35;1,4;0;299;8,4;0,7;1,4;23,1;24,4;0;14;0;77
23/03/2023 22:00;46;39;1,3;0;303;8,8;0,7;1,1;22;23,1;0;13,6;0;78
23/03/2023 23:00;50;28;1,3;0;309;10,4;0,6;0,7;18,2;18,9;0;13,4;0;79
24/03/2023 0:00;40;39;1,1;0;319;11,4;0,5;0,3;13,5;13,9;0;13,1;0;80
24/03/2023 1:00;35;30;0,6;0;327;11,1;0,5;0,3;10,3;10,6;0;12,7;0;83
24/03/2023 2:00;35;35;0,5;0;104;8,8;0,4;0,3;8,6;8,9;0;12,2;0;85
24/03/2023 3:00;35;28;1;0;107;5,9;0,4;0,5;6,2;6,7;0;12;0;85
24/03/2023 4:00;34;21;1,3;0;104;4,9;0,3;0,7;4,4;5,2;0;11,7;0;83
24/03/2023 5:00;29;25;1,5;0;100;0;0,3;1,7;4,8;6,4;0;11,9;0;80
24/03/2023 6:00;43;16;0,9;0;100;0;0,5;6,4;11,4;17,8;0;11,9;0;80
24/03/2023 7:00;37;25;0,9;0;109;0;0,7;9,4;15,6;25;0;12;13;79
24/03/2023 8:00;26;13;2,2;0;110;0;0,6;5,7;10,8;16,5;0;12,6;90;76
24/03/2023 9:00;24;16;3,2;0;111;0;0,5;2,7;6,2;8,9;0;13,7;284;72
24/03/2023 10:00;26;17;3,2;0;112;0;0,4;2,4;4,4;6,8;0;15,7;493;64
24/03/2023 11:00;21;21;1,9;0;101;0;0,4;1,5;3,8;5,3;0;18,1;628;53
24/03/2023 12:00;38;10;0,8;0;45;0;0,4;1,1;7,2;8,3;0;19,6;586;48
24/03/2023 13:00;32;32;0,4;0;63;0;0,5;2,1;11,1;13,2;0;19,5;425;49
24/03/2023 14:00;80;19;1;0;297;0;0,6;2,1;12,5;14,6;0;20,3;506;51
24/03/2023 15:00;72;48;1,8;0;303;0;0,6;1,3;12,5;13,9;0;19,8;468;57
24/03/2023 16:00;43;43;0,5;0;50;0;0,5;1,4;11,6;13;0;16,9;204;63
24/03/2023 17:00;55;20;0,4;0,1;10;15;0,5;1,4;14,4;15,8;0;15,4;85;69
24/03/2023 18:00;50;27;1,3;0,1;303;14,7;0,6;1;15,3;16,3;0;14,9;37;73
24/03/2023 19:00;52;28;1;0;298;12,8;0,7;1;18;19,1;0;14,6;13;74
24/03/2023 20:00;51;30;1,2;0;299;10;0,8;1,1;23;24,1;0;14,2;0;76
24/03/2023 21:00;53;31;1,5;0;306;8,6;0,8;1,1;23,9;25;0;13,7;0;79
24/03/2023 22:00;49;31;1,3;0;300;8,4;0,7;1,2;22,9;24,1;0;13,2;0;82
24/03/2023 23:00;39;27;0,6;0;300;8,5;0,7;0,7;20,3;21,1;0;13;0;82
25/03/2023 0:00;34;26;0,6;0;338;8,8;0,6;0,4;17,7;18,1;0;12,9;0;81
25/03/2023 1:00;29;27;1;0;331;9,9;0,5;0,2;14,4;14,6;0;12,8;0;81
25/03/2023 2:00;31;23;1,2;0,6;332;10,6;0,4;0,2;11,6;11,9;0;12,5;0;82
25/03/2023 3:00;22;15;0,7;5,9;350;10,7;0,4;0,3;10,2;10,5;0;11,8;0;87
25/03/2023 4:00;22;22;0,4;6,8;91;0;0,4;0,5;8,3;8,8;0;11,3;0;91
25/03/2023 5:00;19;13;0,6;1,6;94;0;0,4;0,7;8,2;8,8;0;11;0;92
25/03/2023 6:00;10;10;0,9;0,2;83;0;0,4;0,8;9,4;10,2;0;10,9;0;92
25/03/2023 7:00;21;17;0,8;0;92;0;0,5;3,9;14,3;18,2;0;10,9;8;91
25/03/2023 8:00;19;6;0,6;0,1;104;0;0,8;8,3;20,9;29,2;0;11,4;39;89
25/03/2023 9:00;25;10;0,3;0,1;64;0;0,9;10,2;28,7;38,9;0;12,7;99;84
25/03/2023 10:00;64;27;0,6;0;19;0;1,2;14,5;37,1;51,6;0;13,9;165;78
25/03/2023 11:00;72;40;0,9;0;4;0;1,3;14,7;39,5;54,2;0;15,1;197;72
25/03/2023 12:00;0;38;0,5;0;63;0;1;7,2;27,5;34,6;0;15,1;131;69
25/03/2023 13:00;23;23;1;0;119;0;0,6;3,6;14,1;17,7;0;14,9;119;68
25/03/2023 14:00;19;12;1,5;0;138;0;0,6;3,3;9,6;12,9;0;15,3;165;67
25/03/2023 15:00;20;15;2,4;0;127;0;0,5;2,8;7;9,8;0;15,2;192;67
25/03/2023 16:00;14;9;2,8;0;110;0;0,6;2,9;7,3;10,2;0;14,9;144;68
25/03/2023 17:00;23;18;3,3;0;110;0;0,6;3;7,6;10,5;0;13,8;50;72
25/03/2023 18:00;21;17;3,4;0;110;0;0,6;3;8,1;11;0;13,1;19;74
25/03/2023 19:00;20;16;3;0;110;0;0,7;3,2;9,6;12,9;0;12,8;4;74
25/03/2023 20:00;24;16;2,1;0;109;0;0,7;3,1;12;15,1;0;12,7;0;73
25/03/2023 21:00;27;18;2;0;104;0;0,6;2,3;10,7;12,9;0;12,6;0;72
25/03/2023 22:00;36;27;2,4;0;114;0;0,5;1,8;6,8;8,7;0;12,5;0;71
25/03/2023 23:00;35;23;2,4;0;110;0;0,4;1,2;4,7;5,9;0;12,4;0;70
26/03/2023 0:00;35;13;1,9;0;102;0;0,4;0,6;4;4,6;0;12,3;0;70
26/03/2023 1:00;27;23;1,5;0;111;0;0,3;0,5;3,3;3,8;0;12,1;0;73
26/03/2023 2:00;22;20;1,2;0;126;0;0,3;0,5;2,5;3;0;12;0;74
26/03/2023 3:00;30;19;0,9;0;117;0;0,3;0,3;2,3;2,6;0;12;0;75
26/03/2023 4:00;22;22;1,6;0;87;0;0,3;0,2;2,1;2,3;0;12;0;75
26/03/2023 5:00;24;24;1,6;0;92;0;0,3;0,3;2,9;3,2;0;11,9;0;75
26/03/2023 6:00;42;23;0,8;0;95;0;0,4;0,6;9,2;9,9;0;11,6;0;78
26/03/2023 7:00;48;27;0,3;0;68;0;0,6;2,2;17,2;19,4;0;11,3;10;80
26/03/2023 8:00;50;28;0,3;0;63;0;0,7;4,3;20;24,3;0;11,9;53;77
26/03/2023 9:00;0;37;0,5;0;124;0;0,6;3,4;13,4;16,9;0;13,3;139;70
26/03/2023 10:00;29;24;1,5;0;136;0;0,4;1,8;5,2;7;0;15,5;413;61
26/03/2023 11:00;36;33;2,3;0;128;0;0,4;1,6;3,3;4,9;0;17,3;717;54
26/03/2023 12:00;29;29;2,6;0;123;0;0,4;1,6;3,2;4,8;0;18,1;846;52
26/03/2023 13:00;30;29;3,2;0;114;0;0,4;1,8;3,6;5,4;0;17,4;638;54
26/03/2023 14:00;37;26;3,7;0;116;0;0,5;2,5;4,5;7;0;16,1;406;59
26/03/2023 15:00;32;27;3,7;0;128;0;0,5;2,5;4,2;6,7;0;16,2;420;58
26/03/2023 16:00;32;23;3,3;0;134;0;0,5;2;3,5;5,4;0;16,2;312;57
26/03/2023 17:00;35;17;3,3;0;139;17,6;0,5;1,9;3,2;5,1;0;16,1;149;55
26/03/2023 18:00;39;0;3,2;0;152;17,2;0,5;1,8;3,2;5,1;0;15,5;59;57
26/03/2023 19:00;30;0;2;0;170;15,2;0,5;2,1;7,1;9,2;0;14;13;63
26/03/2023 20:00;34;24;0,3;0;193;13,4;0,5;1,5;8,8;10,3;0;12,9;0;68
26/03/2023 21:00;31;24;0,4;0;41;12,2;0,5;0,8;7,7;8,6;0;12,3;0;71
26/03/2023 22:00;31;19;0,8;0;81;12,3;0,5;0,7;6,4;7;0;12,1;0;72
26/03/2023 23:00;37;19;1;0;90;13,4;0,4;0,5;4,8;5,3;0;12,1;0;72
27/03/2023 0:00;30;30;0,7;0;93;11,9;0,4;0,3;6,4;6,7;0;11,9;0;74
27/03/2023 1:00;0;33;0,9;0;96;11,6;0,4;0,2;4,7;4,9;0;12;0;75
27/03/2023 2:00;29;18;1;0;104;12,5;0,3;0,1;2,2;2,4;0;12,1;0;75
27/03/2023 3:00;24;24;1;0;102;11,1;0,3;0,1;2;2,2;0;11,8;0;76
27/03/2023 4:00;28;28;1,3;0;101;10,4;0,3;0,2;1,1;1,2;0;11,5;0;75
27/03/2023 5:00;30;16;1,1;0;116;12,6;0,3;0,3;2,3;2,6;0;11,8;0;73
27/03/2023 6:00;32;25;0,9;0;129;13,4;0,4;1,2;6,4;7,6;0;12;0;71
27/03/2023 7:00;36;29;1,3;0;119;12,3;0,5;2,8;10,3;13;0;12;15;71
27/03/2023 8:00;37;27;1,4;0;102;12;0,6;2,8;10;12,8;0;13;90;68
27/03/2023 9:00;28;23;0,9;0;86;12,6;0,5;1,8;6,8;8,5;0;14,9;250;62
27/03/2023 10:00;29;22;1,3;0;114;13,6;0,4;1,8;4,2;6,1;0;16,2;425;59
27/03/2023 11:00;28;22;2,3;0;113;13,7;0,4;2,3;4;6,3;0;16,4;474;59
27/03/2023 12:00;32;11;2,9;0;118;13,7;0,4;2,4;4;6,5;0;16,8;500;58
27/03/2023 13:00;28;19;3,4;0;119;14,4;0,4;2,6;3,7;6,3;0;17,8;625;54
27/03/2023 14:00;29;10;3,1;0;115;14,5;0,4;2,7;4,4;7,1;0;18,5;520;50
27/03/2023 15:00;32;14;1,9;0;121;13,9;0,4;2,9;5,7;8,5;0;18,3;251;51
27/03/2023 16:00;36;28;1,8;0;120;13,6;0,4;2,8;6,1;8,8;0;17,8;170;52
27/03/2023 17:00;40;20;2,7;0;117;13,3;0,5;3,1;6,7;9,8;0;17,1;121;55
27/03/2023 18:00;32;24;2,7;0;109;12,6;0,6;3,2;8,4;11,6;0;15,9;53;59
27/03/2023 19:00;52;18;1,7;0;88;9,3;0,9;3,5;18,2;21,7;0;14,7;13;66
27/03/2023 20:00;37;26;1,1;0;79;5,8;1,1;4,8;22,2;27;0;13,6;0;71
27/03/2023 21:00;38;16;1,3;0;96;5,4;0,9;5,4;17,3;22,6;0;13;0;73
27/03/2023 22:00;44;21;0,8;0;115;4,5;0,9;6,5;21,4;27,9;0;13,1;0;73
27/03/2023 23:00;32;25;0,9;0;116;4,9;0,8;5,3;17,9;23,2;0;12,6;0;75
28/03/2023 0:00;37;23;1;0;112;6;0,6;2;12,7;14,7;0;12,4;0;75
28/03/2023 1:00;26;24;0,6;0;110;5,7;0,4;0,8;10,4;11,2;0;12,4;0;76
28/03/2023 2:00;28;16;0,8;0;98;5,1;0,3;0,4;4,4;4,8;0;11,9;0;78
28/03/2023 3:00;27;19;1,1;0;102;4,6;0,3;0,5;3,4;3,9;0;11,7;0;78
28/03/2023 4:00;29;17;1;0;106;4,2;0,3;0,6;3,6;4,2;0;11,7;0;78
28/03/2023 5:00;35;12;0,5;0;104;2,9;0,3;1,6;7,5;9,1;0;11,7;0;79
28/03/2023 6:00;39;24;0,6;0;103;2;0,4;6,6;12,2;18,8;0;11,5;0;81
28/03/2023 7:00;38;27;0,8;0;102;1,3;0,8;15,2;15;30,2;0;11,6;9;80
28/03/2023 8:00;44;26;0,5;0;100;1,8;1;17,2;17,3;34,5;0;13;70;76
28/03/2023 9:00;37;27;0,1;0;156;6,2;0,8;11;15,6;26,6;0;15,9;234;64
28/03/2023 10:00;27;27;0,1;0;20;10,7;0,6;5;12,4;17,4;0;17,4;269;57
28/03/2023 11:00;71;30;0,7;0;42;9,9;0,7;5,9;23,6;29,6;0;16,9;154;59
28/03/2023 12:00;0;44;1,2;0;97;9,6;0,7;6,3;23;29,3;0;16,2;114;61
28/03/2023 13:00;31;14;1,6;0;122;12,5;0,4;3,2;8,4;11,7;0;17,3;325;57
28/03/2023 14:00;36;14;0,4;0;139;14,7;0,4;2,2;6,1;8,3;0;20,1;583;48
28/03/2023 15:00;32;18;0,7;0;134;16,1;0,4;1,9;6,5;8,4;0;20,4;413;47
28/03/2023 16:00;60;31;1,6;0;80;14;0,5;2,4;12,4;14,8;0;18;146;58
28/03/2023 17:00;65;31;1,9;0;28;10,1;0,6;2,3;21,2;23,5;0;16;65;70
28/03/2023 18:00;57;36;1,3;0;27;7;0,8;2,1;28,8;30,9;0;15,1;22;74
28/03/2023 19:00;57;32;0,9;0;76;4,8;1,1;5,2;32,1;37,3;0;14,6;3;75
28/03/2023 20:00;45;44;0,6;0;75;3,7;1,2;6;27,7;33,8;0;14,4;0;75
28/03/2023 21:00;46;20;0,8;0,5;356;4,5;0,9;2,7;25,1;27,8;0;14;0;76
28/03/2023 22:00;29;27;0,6;0,9;331;5,3;0,8;2,4;26,3;28,7;0;13,2;0;81
28/03/2023 23:00;37;21;0,5;0,3;105;3,3;0,9;4,7;27;31,7;0;12,6;0;85
29/03/2023 0:00;37;22;1,2;0;109;1,6;0,9;4,8;23,9;28,7;0;12,6;0;87
29/03/2023 1:00;34;22;1;0;105;2,3;0,7;2,4;19,1;21,5;0;12,4;0;85
29/03/2023 2:00;24;22;0,5;0;98;3,2;0,6;0,7;15,7;16,4;0;12,2;0;84
29/03/2023 3:00;38;12;0,4;0;84;3,5;0,5;0,6;16,3;16,9;0;12,2;0;83
29/03/2023 4:00;33;24;0,4;0;77;3,2;0,5;0,7;16,1;16,8;0;12;0;83
29/03/2023 5:00;42;17;0,9;0;104;2,2;0,5;2,9;12,8;15,7;0;11,8;0;84
29/03/2023 6:00;42;23;1,3;0;107;1;0,5;7,7;11,6;19,3;0;11,7;0;84
29/03/2023 7:00;45;22;0,9;0;106;0,2;0,9;19,1;13,7;32,8;0;11,9;9;84
29/03/2023 8:00;50;27;0,3;0;103;0,7;1,1;27,2;19,9;47,1;0;12,6;52;81
29/03/2023 9:00;49;37;0,1;0;356;3,6;1;21,2;23,4;44,6;0;14,4;153;73
29/03/2023 10:00;0;37;0,6;0;83;8,9;0,7;9,3;16,4;25,7;0;15,7;168;65
29/03/2023 11:00;20;9;1,5;0;116;12,6;0,5;2,6;9,6;12,2;0;15;70;64
29/03/2023 12:00;27;14;2;0;124;13;0,5;2,6;9,1;11,7;0;14,1;35;69
29/03/2023 13:00;17;12;2,5;0;115;13,2;0,5;2,9;7,9;10,8;0;14,4;117;68
29/03/2023 14:00;21;8;1,5;0;120;13,3;0,5;3,5;8,8;12,3;0;15,6;193;63
29/03/2023 15:00;30;6;0,5;0;267;12,2;0,5;3,6;11,8;15,4;0;16,3;182;64
29/03/2023 16:00;30;20;1,2;0;294;9,7;0,6;3,7;16,6;20,3;0;15,6;133;70
29/03/2023 17:00;31;10;0,4;0;307;9,1;0,7;3,6;19,8;23,4;0;14,9;88;74
29/03/2023 18:00;40;15;0,3;0;163;9,1;0,7;4;22;26;0;15;57;71
29/03/2023 19:00;46;20;0,6;0;126;5,2;1,1;9,3;25,5;34,8;0;14,2;19;73
29/03/2023 20:00;38;31;1;0;86;1,3;1,3;15,3;27,1;42,4;0;13,2;0;77
29/03/2023 21:00;41;12;1,3;0;92;0,4;1,2;15,7;22,1;37,8;0;12,6;0;78
29/03/2023 22:00;37;22;2;0;102;0,8;1;11,1;16,6;27,7;0;11,7;0;79
29/03/2023 23:00;38;27;1,9;0;104;1,5;0,9;8,4;17,9;26,2;0;11,1;0;79
30/03/2023 0:00;21;12;1,4;0,1;107;3,2;0,8;5,8;16,2;22,1;0;10,8;0;78
30/03/2023 1:00;20;14;1,4;0,1;108;5;0,5;2;10,7;12,7;0;10,3;0;79
30/03/2023 2:00;26;14;0,8;0;122;4,2;0,5;9,3;12,3;21,6;0;10,2;0;82
30/03/2023 3:00;25;22;0,1;0;85;4,4;0,6;11,6;15,7;27,4;0;10,7;0;82
30/03/2023 4:00;54;16;0,5;0;30;2,9;0,8;18,1;21,1;39,2;0;11,1;0;82
30/03/2023 5:00;71;21;0,3;0;345;0;1;29,1;27,3;56,3;0;10,8;0;85
30/03/2023 6:00;71;35;0,2;0;286;0;0,9;31,4;27,6;59,1;0;10,5;0;87
30/03/2023 7:00;0;46;0,3;0;84;2,4;1;29;24,3;53,3;0;10,9;11;85
30/03/2023 8:00;20;16;0,8;0;66;7,4;0,8;13;16,3;29,3;0;13;135;75
30/03/2023 9:00;20;10;1,1;0;80;11,5;0,5;2,3;8,5;10,8;0;15,5;335;62
30/03/2023 10:00;22;14;1,4;0;119;13,9;0,4;1,7;4,7;6,4;0;17,3;532;55
30/03/2023 11:00;23;23;1,8;0;121;14,7;0,4;1,7;4;5,7;0;17,6;489;55
30/03/2023 12:00;18;14;2,2;0;112;15,2;0,4;1,7;3,8;5,4;0;16,8;372;59
30/03/2023 13:00;20;15;2,6;0;117;15,2;0,4;2,3;4;6,3;0;17,1;500;59
30/03/2023 14:00;23;13;3,5;0;116;15;0,4;2,7;4,2;6,8;0;17,6;642;58
30/03/2023 15:00;26;11;3,6;0;115;0;0,4;2,6;4,2;6,8;0;17,6;558;58
30/03/2023 16:00;17;12;2,9;0;117;0;0,4;2,6;5,3;7,9;0;17,5;292;56
30/03/2023 17:00;21;9;2,4;0;110;0;0,5;2,7;7;9,7;0;17,1;131;56
30/03/2023 18:00;29;15;2,4;0;106;0;0,6;2,9;8,5;11,4;0;16,3;51;59
30/03/2023 19:00;27;16;2,7;0;109;0;0,8;4,3;11;15,4;0;15,1;5;63
30/03/2023 20:00;24;16;2,3;0;106;0;0,9;5,2;13,1;18,3;0;14;0;66
30/03/2023 21:00;27;20;2,2;0;97;7,7;0,7;3,8;10,7;14,6;0;12,9;0;69
30/03/2023 22:00;23;10;2,2;0;99;8,2;0,5;3;8,4;11,4;0;12;0;72
30/03/2023 23:00;29;14;1,9;0;108;8,4;0,5;3,1;8,9;12;0;11,8;0;74
31/03/2023 0:00;31;18;1,3;0;123;11,1;0,5;1,8;6,7;8,5;0;12,1;0;72
31/03/2023 1:00;28;23;0,8;0;129;13,3;0,3;0,5;3,4;3,9;0;12,1;0;73
31/03/2023 2:00;25;25;1,3;0;103;12,9;0,3;0,2;1,5;1,7;0;11,5;0;74
31/03/2023 3:00;21;18;1,7;0;101;11,6;0,3;0,2;1,5;1,7;0;11;0;75
31/03/2023 4:00;21;17;1,3;0;104;10,1;0,3;0,4;2,5;2,9;0;10,3;0;77
31/03/2023 5:00;34;13;0,7;0;111;7;0,3;4,1;11,6;15,7;0;10;0;79
31/03/2023 6:00;39;19;0,1;0;21;4,3;0,5;8,7;21,6;30,2;0;10,3;0;79
31/03/2023 7:00;61;29;0,2;0;360;2,3;1,2;30,5;26,2;56,6;0;10,3;17;80
31/03/2023 8:00;58;28;0;0;38;1,1;1,7;44;29,7;73,7;0;11,3;63;77
31/03/2023 9:00;0;37;0,7;0;93;7;1,2;21;20,1;41;0;13,6;184;67
31/03/2023 10:00;27;24;1,9;0;101;12,6;0,5;3,7;7,2;10,9;0;15,9;461;59
31/03/2023 11:00;29;20;2,5;0;103;13,5;0,4;1,8;3,9;5,7;0;16,8;537;57
31/03/2023 12:00;33;27;2,2;0;105;13,9;0,4;1,4;3,3;4,7;0;16,6;381;58
31/03/2023 13:00;23;17;1,7;0;123;13,8;0,4;2;3,8;5,8;0;16,6;274;58
31/03/2023 14:00;32;17;2,3;0;118;13,5;0,4;2,4;4,3;6,7;0;16,5;272;58
31/03/2023 15:00;26;20;2,9;0;114;13,1;0,4;2,8;4,8;7,6;0;16,9;316;56
31/03/2023 16:00;21;16;3;0;115;12,7;0,4;2,9;4,5;7,4;0;17,8;307;52
31/03/2023 17:00;40;17;3,3;0;115;13;0,4;2,7;4,3;7;0;17,4;181;54
31/03/2023 18:00;36;17;3,1;0;120;12,3;0,5;3,8;6,2;10;0;15,9;32;59
31/03/2023 19:00;33;22;2,5;0;122;10,5;0,7;4,9;8,7;13,6;0;14,6;7;63
31/03/2023 20:00;35;16;1,9;0;123;8,9;0,8;6,3;11,5;17,8;0;13,6;0;67
31/03/2023 21:00;36;23;1,3;0;123;7,1;0,9;8,3;15,3;23,6;0;13,2;0;69
31/03/2023 22:00;32;24;1,2;0;126;7,1;0,8;8,1;15,7;23,8;0;13;0;69
31/03/2023 23:00;36;18;0,9;0;131;7,7;0,7;5,1;13,9;19;0;12,7;0;71
1/04/2023 0:00;34;18;0,3;0;122;5;0,7;4,3;19,4;23,7;0;12,5;0;72
1/04/2023 1:00;34;34;0,1;0;97;4,5;0,7;3,7;20,7;24,4;0;12,5;0;72
1/04/2023 2:00;32;27;0,2;0;101;7,1;0,5;1;12,5;13,5;0;11,9;0;76
1/04/2023 3:00;29;17;0,4;0;95;7,8;0,4;0,5;8,8;9,2;0;11,4;0;78
1/04/2023 4:00;29;25;0,2;0;90;7,3;0,4;0,4;9,7;10,1;0;11,6;0;78
1/04/2023 5:00;31;22;0,3;0;21;6,1;0,5;1,4;14,3;15,7;0;11,9;0;77
1/04/2023 6:00;44;23;0,6;0;61;3,1;0,6;5,7;21,6;27,3;0;11,9;0;76
1/04/2023 7:00;31;23;0,8;0;91;2,4;0,7;9,1;20,6;29,7;0;12;12;76
1/04/2023 8:00;21;12;1,1;0;111;7,2;0,6;6,2;11,1;17,3;0;12,9;66;72
1/04/2023 9:00;18;17;0,9;0;117;11,1;0,4;2,6;6,1;8,7;0;14,9;194;63
1/04/2023 10:00;16;9;0,6;0;90;12,3;0,3;1,3;3,6;4,9;0;16;247;59
1/04/2023 11:00;21;15;1,3;0;96;12,5;0,4;1,5;3,9;5,4;0;15,8;191;61
1/04/2023 12:00;17;6;2,1;0;102;12,3;0,4;2,2;5,1;7,3;0;15,4;143;62
1/04/2023 13:00;24;18;1,9;0;104;11,8;0,4;2,4;5,4;7,8;0;15,6;171;62
1/04/2023 14:00;17;5;1,2;0;106;12;0,4;2,4;5,4;7,7;0;17,2;334;58
1/04/2023 15:00;33;10;0,5;0;24;14;0,5;2,3;9,2;11,6;0;18,5;391;53
1/04/2023 16:00;27;27;0,3;0;101;14,4;0,6;2,7;10,5;13,2;0;18,6;247;51
1/04/2023 17:00;18;17;1,8;0;130;12,2;0,5;3,6;7,1;10,7;0;18,2;135;51
1/04/2023 18:00;26;15;2,6;0;124;11,3;0,5;4,3;6,9;11,2;0;17,1;65;56
1/04/2023 19:00;28;15;3;0;126;11,1;0,6;4,1;6,7;10,8;0;15,5;7;63
1/04/2023 20:00;22;12;2,2;0;120;10,5;0,5;3,2;7,2;10,4;0;14,5;0;69
1/04/2023 21:00;0;22;1,3;0;118;9,7;0,5;3;8,3;11,3;0;14,1;0;72
1/04/2023 22:00;15;10;1,2;0;122;10;0,5;2,5;7;9,5;0;14,1;0;71
1/04/2023 23:00;42;9;0,8;0;66;8;0,6;2,6;12,4;15;0;14;0;72
2/04/2023 0:00;45;26;0,5;0;19;2,9;0,8;4,6;24;28,6;0;13,4;0;78
2/04/2023 1:00;16;0;0,5;0;112;3,7;0,7;3,7;18,7;22,3;0;13;0;81
2/04/2023 2:00;12;7;0,9;0;114;8,3;0,4;0,8;4,5;5,3;0;13;0;78
2/04/2023 3:00;13;13;0,9;0;117;9,9;0,2;0,4;2;2,4;0;12,8;0;77
2/04/2023 4:00;8;8;1;0;130;10;0,2;0,4;1,4;1,8;0;12,4;0;78
2/04/2023 5:00;10;3;1,2;0;144;10,6;0,2;0,5;0,9;1,4;0;12,2;0;76
2/04/2023 6:00;7;1;0,8;0;134;10,2;0,2;0,4;1,6;2;0;12,1;0;75
2/04/2023 7:00;9;7;0,7;0;122;9,1;0,2;0,8;2,9;3,7;0;12,1;8;76
2/04/2023 8:00;14;8;1;0;117;8,2;0,3;2,2;5,3;7,4;0;12,9;57;73
2/04/2023 9:00;15;6;0,7;0;109;7,4;0,4;3,3;7,2;10,5;0;14,2;146;70
2/04/2023 10:00;6;5;0,8;0,3;130;7,2;0,4;4,2;5,7;9,9;0;14,6;208;72
2/04/2023 11:00;5;5;1;0,5;122;6,8;0,3;4;3,8;7,9;0;14,5;296;76
2/04/2023 12:00;6;4;1,3;0,2;108;6,6;0,3;3;2,7;5,6;0;15;406;74
2/04/2023 13:00;5;5;2;0;108;6,6;0,3;2,8;2,2;5;0;15,8;435;69
2/04/2023 14:00;7;7;2,5;0;110;0;0,3;3,4;2,3;5,7;0;16,4;373;63
2/04/2023 15:00;9;7;2,4;0;112;0;0,3;3,4;2,3;5,6;0;16,1;270;63
2/04/2023 16:00;6;3;2;0;127;0;0,3;3,2;2,1;5,3;0;15,8;175;63
2/04/2023 17:00;7;1;2,1;0;147;7,1;0,3;3,2;2;5,2;0;15,5;121;63
2/04/2023 18:00;9;1;2,3;0;158;6,9;0,3;3,4;2,2;5,6;0;14,7;70;65
2/04/2023 19:00;7;1;1,7;0;151;5,9;0,4;4,6;3,8;8,4;0;13,7;18;68
2/04/2023 20:00;10;5;0,9;0;118;5,1;0,4;4,2;5;9,3;0;13,1;0;69
2/04/2023 21:00;6;4;0,7;0;111;5,1;0,3;2,9;4,6;7,5;0;12,9;0;69
2/04/2023 22:00;5;0;0,7;0;147;5,5;0,3;2,4;3,1;5,6;0;12,8;0;68
2/04/2023 23:00;12;2;0,5;0;177;6,1;0,2;1,3;1,9;3,3;0;12,5;0;68
3/04/2023 0:00;9;3;0,2;0;133;6,5;0,2;0,8;1,8;2,6;0;12,2;0;68
3/04/2023 1:00;10;1;0,4;0;113;6,8;0,2;0,6;1,7;2,3;0;12,1;0;68
3/04/2023 2:00;10;1;0,4;0;97;7,1;0,1;0,2;0,6;0,9;0;11,9;0;69
3/04/2023 3:00;6;4;0,4;0;81;7,7;0,1;0,1;0;0;0;11,5;0;70
3/04/2023 4:00;11;6;0,5;0;88;6,4;0,1;0,3;2,1;2,4;0;10,9;0;73
3/04/2023 5:00;13;5;0,6;0;89;4,7;0,2;1,6;5,1;6,7;0;10,7;0;75
3/04/2023 6:00;22;5;0,8;0;94;3,5;0,3;4,4;6,7;11,1;0;10,8;0;74
3/04/2023 7:00;24;16;0,7;0;109;2,7;0,5;10;8,9;18,9;0;10,8;15;74
3/04/2023 8:00;18;9;1;0;119;4,2;0,5;10,5;7,6;18,1;0;12,9;159;65
3/04/2023 9:00;16;11;1,4;0;118;6,5;0,4;5,5;4,3;9,8;0;15,2;338;55
3/04/2023 10:00;16;7;1,9;0;122;7,7;0,3;3,6;2,8;6,5;0;16;519;53
3/04/2023 11:00;7;2;2,6;0;115;8,3;0,2;2,8;1,8;4,6;0;17;749;51
3/04/2023 12:00;11;1;2,3;0;116;8,8;0,2;2,2;1,2;3,4;0;18,3;835;49
3/04/2023 13:00;15;7;2,2;0;133;9;0,2;2,3;1,3;3,6;0;18,5;698;50
3/04/2023 14:00;20;8;3;0;130;9,1;0,2;2,4;1,3;3,8;0;18;670;52
3/04/2023 15:00;10;9;3,4;0;120;9,5;0,2;2,2;1,2;3,5;0;18,5;685;50
3/04/2023 16:00;15;13;3;0;117;9,8;0,3;2,6;1,9;4,5;0;18,4;377;49
3/04/2023 17:00;15;9;2,3;0;131;9,5;0,3;3,3;2,9;6,2;0;17,9;98;50
3/04/2023 18:00;23;6;2,2;0;131;8,6;0,4;4,8;4,6;9,4;0;17;40;53
3/04/2023 19:00;24;3;2,6;0;115;6,9;0,6;7,1;7,4;14,5;0;15,2;9;60
3/04/2023 20:00;22;4;2,3;0;107;5,2;0,7;7,5;8,8;16,3;0;13,8;0;66
3/04/2023 21:00;12;12;2;0;102;4,8;0,5;5,3;7,3;12,6;0;12,9;0;69
3/04/2023 22:00;22;12;1,9;0;100;4,7;0,4;3,8;6,1;9,9;0;12,4;0;71
